Date,Entity,Category,Amount_USD,Z_Score,Country,Week_Ending_Date
2025-09-26,VN20,Bank charges,-3.7488,-9.649572324673331,VN,2025-09-28
2025-03-30,VN20,Bank charges,-3.7488,-9.649572324673331,VN,2025-03-30
2025-03-21,ID10,AP,-973.54,-9.587402148911266,ID,2025-03-23
2025-03-31,VN20,Bank charges,-3.70194,-9.525656627365587,VN,2025-04-06
2025-03-31,VN20,Bank charges,-3.70194,-9.525656627365587,VN,2025-04-06
2025-07-31,VN20,Bank charges,-3.70194,-9.525656627365587,VN,2025-08-03
2025-10-26,VN20,Bank charges,-3.70194,-9.525656627365587,VN,2025-10-26
2025-01-13,SS10,AP,-718.34,-9.479229032983142,SS,2025-01-19
2025-01-20,ID10,AP,-962.52,-9.474646269440305,ID,2025-01-26
2025-01-30,VN20,Bank charges,-3.65508,-9.40174093005784,VN,2025-02-02
2025-03-31,VN20,Bank charges,-3.65508,-9.40174093005784,VN,2025-04-06
2025-01-06,ID10,AP,-948.11,-9.327204143925192,ID,2025-01-12
2025-05-31,ID10,AP,-945.88,-9.30438693782535,ID,2025-06-01
2025-05-30,VN20,Bank charges,-3.60822,-9.277825232750098,VN,2025-06-01
2025-06-12,ID10,AP,-936.46,-9.208002147932751,ID,2025-06-15
2025-04-18,ID10,AP,-934.6,-9.188970756297907,ID,2025-04-20
2025-04-18,ID10,AP,-933.72,-9.179966657029809,ID,2025-04-20
2025-04-27,VN20,Bank charges,-3.56136,-9.153909535442352,VN,2025-04-27
2025-05-09,ID10,AP,-929.93,-9.141187638591065,ID,2025-05-11
2025-02-17,SS10,AP,-691.22,-9.110352255565129,SS,2025-02-23
2025-10-31,VN20,Bank charges,-3.5334,-9.079972640505849,VN,2025-11-02
2025-04-28,VN20,Bank charges,-3.5145,-9.029993838134608,VN,2025-05-04
2025-09-28,TH10,Bank charges,-58.66868,-9.022675891274442,TH,2025-09-28
2025-02-14,ID10,AP,-916.13,-8.999986990977701,ID,2025-02-16
2025-10-11,ID10,AP,-913.28,-8.970825987666247,ID,2025-10-12
2025-05-19,ID10,AP,-908.64,-8.923349827889,ID,2025-05-25
2025-07-21,ID10,AP,-908.49,-8.921815038241029,ID,2025-07-27
2025-07-11,ID10,AP,-905.31,-8.889277497704036,ID,2025-07-13
2025-08-04,ID10,AP,-904.99,-8.886003279788364,ID,2025-08-10
2025-06-23,ID10,AP,-895.7,-8.790948640924007,ID,2025-06-29
2025-05-22,ID10,AP,-892.12,-8.754318327992424,ID,2025-05-25
2025-05-09,ID10,AP,-889.13,-8.723724854342862,ID,2025-05-11
2025-01-06,TH10,Bank charges,-56.66256,-8.706954132979428,TH,2025-01-12
2025-02-27,ID10,AP,-884.86,-8.68003450903061,ID,2025-03-02
2025-02-08,ID10,AP,-884.61,-8.677476526283991,ID,2025-02-09
2025-05-30,VN20,Bank charges,-3.37392,-8.658246746211374,VN,2025-06-01
2025-07-31,VN20,Bank charges,-3.37392,-8.658246746211374,VN,2025-08-03
2025-01-27,VN20,Bank charges,-3.3318,-8.546865415212606,VN,2025-02-02
2025-04-28,VN20,Bank charges,-3.32706,-8.53433104890363,VN,2025-05-04
2025-02-01,ID10,AP,-870.35,-8.53156919041685,ID,2025-02-02
2025-03-17,ID10,AP,-865.12,-8.478056191357583,ID,2025-03-23
2025-04-10,ID10,AP,-859.99,-8.425566385396962,ID,2025-04-13
2025-09-27,ID10,AP,-859.91,-8.424747830918044,ID,2025-09-28
2025-05-31,VN20,Bank charges,-3.2802,-8.410415351595883,VN,2025-06-01
2025-02-10,ID10,AP,-857.46,-8.39967960000118,ID,2025-02-16
2025-04-06,ID10,AP,-855.0,-8.37450904977445,ID,2025-04-06
2025-03-06,VN20,Bank charges,-3.26163,-8.36130919498033,VN,2025-03-09
2025-08-11,ID10,AP,-853.45,-8.358649556745412,ID,2025-08-17
2025-09-11,ID10,AP,-851.88,-8.342585425096646,ID,2025-09-14
2025-09-08,ID10,AP,-848.79,-8.310968758348436,ID,2025-09-14
2025-05-26,ID10,AP,-848.79,-8.310968758348436,ID,2025-06-01
2025-04-28,ID10,AP,-848.79,-8.310968758348436,ID,2025-05-04
2025-08-28,ID10,AP,-847.86,-8.301453062531014,ID,2025-08-31
2025-06-27,ID10,AP,-840.13,-8.222360236005557,ID,2025-06-29
2025-04-06,ID10,AP,-840.01,-8.22113240428718,ID,2025-04-06
2025-06-23,ID10,AP,-838.67,-8.207421616765302,ID,2025-06-29
2025-06-14,ID10,AP,-836.45,-8.184706729975328,ID,2025-06-15
2025-09-22,ID10,AP,-835.04,-8.170279707284397,ID,2025-09-28
2025-04-05,VN20,Bank charges,-3.18665,-8.163033501763628,VN,2025-04-06
2025-02-17,ID10,AP,-831.47,-8.13375171366268,ID,2025-02-23
2025-03-21,ID10,AP,-831.47,-8.13375171366268,ID,2025-03-23
2025-06-27,ID10,AP,-831.47,-8.13375171366268,ID,2025-06-29
2025-01-13,ID10,AP,-831.47,-8.13375171366268,ID,2025-01-19
2025-10-05,ID10,AP,-831.47,-8.13375171366268,ID,2025-10-05
2025-10-26,ID10,AP,-829.91,-8.117789901323777,ID,2025-10-26
2025-09-11,ID10,AP,-828.09,-8.099167786928392,ID,2025-09-14
2025-08-02,ID10,AP,-822.81,-8.0451431913198,ID,2025-08-03
2025-05-15,ID10,AP,-820.47,-8.021200472811447,ID,2025-05-18
2025-03-03,ID10,AP,-815.38,-7.969119944090286,ID,2025-03-09
2025-03-21,ID10,AP,-814.15,-7.956534668976921,ID,2025-03-23
2025-08-18,ID10,AP,-814.15,-7.956534668976921,ID,2025-08-24
2025-07-13,SS10,AP,-606.16,-7.953395814297567,SS,2025-07-13
2025-10-05,ID10,AP,-805.49,-7.867926146634043,ID,2025-10-05
2025-03-03,ID10,AP,-805.49,-7.867926146634043,ID,2025-03-09
2025-03-03,ID10,AP,-805.49,-7.867926146634043,ID,2025-03-09
2025-01-13,ID10,AP,-805.49,-7.867926146634043,ID,2025-01-19
2025-06-27,ID10,AP,-805.49,-7.867926146634043,ID,2025-06-29
2025-09-05,VN20,Bank charges,-3.07418,-7.865619961938575,VN,2025-09-07
2025-06-27,ID10,AP,-805.15,-7.864447290098641,ID,2025-06-29
2025-03-03,ID10,AP,-802.5,-7.8373326729844806,ID,2025-03-09
2025-09-27,ID10,AP,-800.92,-7.821166222025849,ID,2025-09-28
2025-03-03,ID10,AP,-796.83,-7.779317624291164,ID,2025-03-09
2025-09-08,ID10,AP,-796.83,-7.779317624291164,ID,2025-09-14
2025-07-26,ID10,AP,-796.83,-7.779317624291164,ID,2025-07-27
2025-06-05,VN20,Bank charges,-3.03669,-7.7664821153302235,VN,2025-06-08
2025-01-04,ID10,AP,-795.33,-7.7639697278114514,ID,2025-01-05
2025-03-17,ID10,AP,-792.39,-7.733887850711213,ID,2025-03-23
2025-06-13,ID10,AP,-791.4,-7.723758239034601,ID,2025-06-15
2025-07-31,ID10,AP,-790.02,-7.709638174273265,ID,2025-08-03
2025-04-26,ID10,AP,-788.17,-7.690709101948285,ID,2025-04-27
2025-10-20,ID10,AP,-788.17,-7.690709101948285,ID,2025-10-26
2025-02-20,VN20,Bank charges,-2.99676,-7.660891978891934,VN,2025-02-23
2025-02-10,ID10,AP,-783.32,-7.64108423666388,ID,2025-02-16
2025-09-04,ID10,AP,-783.04,-7.638219295987666,ID,2025-09-07
2025-05-12,ID10,AP,-779.51,-7.602100579605407,ID,2025-05-18
2025-04-26,ID10,AP,-779.51,-7.602100579605407,ID,2025-04-27
2025-01-27,SS10,AP,-579.26,-7.587511400118195,SS,2025-02-02
2025-08-07,VN20,Bank charges,-2.96171,-7.56820642211352,VN,2025-08-10
2025-02-24,ID10,AP,-771.88,-7.524030946178598,ID,2025-03-02
2025-08-14,ID10,AP,-770.84,-7.5133897379526635,ID,2025-08-17
2025-02-17,ID10,AP,-767.81,-7.482386987063642,ID,2025-02-23
2025-03-17,ID10,AP,-765.41,-7.457830352696101,ID,2025-03-23
2025-08-28,ID10,AP,-763.21,-7.4353201045258555,ID,2025-08-31
2025-03-03,SS10,AP,-563.42,-7.372061246935992,SS,2025-03-09
2025-07-31,SS10,AP,-561.95,-7.352066819841433,SS,2025-08-03
2025-10-25,ID10,AP,-754.46,-7.345790708394194,ID,2025-10-26
2025-08-11,ID10,AP,-753.52,-7.3361726932669065,ID,2025-08-17
2025-10-05,ID10,AP,-753.52,-7.3361726932669065,ID,2025-10-05
2025-06-27,ID10,AP,-753.52,-7.3361726932669065,ID,2025-06-29
2025-06-09,ID10,AP,-753.23,-7.3332054332808285,ID,2025-06-15
2025-09-29,PH10,AP,-996.9,-7.3006077029159195,PH,2025-10-05
2025-01-19,PH10,AP,-996.55,-7.297882100688818,PH,2025-01-19
2025-08-04,PH10,AP,-990.71,-7.252403480670909,PH,2025-08-10
2025-02-06,ID10,AP,-744.99,-7.248894321952269,ID,2025-02-09
2025-04-26,ID10,AP,-744.86,-7.2475641709240275,ID,2025-04-27
2025-01-25,PH10,AP,-988.02,-7.231455280696905,PH,2025-01-26
2025-02-27,ID10,AP,-743.06,-7.229146695148371,ID,2025-03-02
2025-10-06,ID10,AP,-742.76,-7.226077115852429,ID,2025-10-12
2025-03-29,ID10,AP,-742.34,-7.221779704838109,ID,2025-03-30
2025-10-26,PH10,AP,-986.62,-7.220552871788503,PH,2025-10-26
2025-04-12,ID10,AP,-740.54,-7.203362229062453,ID,2025-04-13
2025-09-08,ID10,AP,-740.41,-7.202032078034211,ID,2025-09-14
2025-01-05,VN20,Bank charges,-2.81175,-7.171655035680114,VN,2025-01-05
2025-05-23,PH10,AP,-978.99,-7.161134743237706,PH,2025-05-25
2025-08-14,ID10,AP,-736.2,-7.158955648581149,ID,2025-08-17
2025-01-13,ID10,AP,-736.2,-7.158955648581149,ID,2025-01-19
2025-05-26,ID10,AP,-734.32,-7.139719618326575,ID,2025-06-01
2025-04-18,PH10,AP,-969.89,-7.0902690853330865,PH,2025-04-20
2025-05-05,ID10,AP,-729.15,-7.086820535126496,ID,2025-05-11
2025-07-04,PH10,AP,-968.89,-7.082481650398512,PH,2025-07-06
2025-10-05,PH10,AP,-968.52,-7.07960029947272,PH,2025-10-05
2025-05-17,PH10,AP,-968.29,-7.077809189437768,PH,2025-05-18
2025-05-05,SS10,AP,-541.68,-7.076361352353852,SS,2025-05-11
2025-03-24,SS10,AP,-541.47,-7.073505005626059,SS,2025-03-30
2025-02-06,VN20,Bank charges,-2.77426,-7.072517189071763,VN,2025-02-09
2025-07-05,VN20,Bank charges,-2.77426,-7.072517189071763,VN,2025-07-06
2025-02-10,ID10,AP,-727.54,-7.07034712623827,ID,2025-02-16
2025-08-14,ID10,AP,-727.54,-7.07034712623827,ID,2025-08-17
2025-06-20,PH10,AP,-964.38,-7.047360318843586,PH,2025-06-22
2025-02-20,PH10,AP,-962.41,-7.032019072022476,PH,2025-02-23
2025-09-27,ID10,AP,-718.88,-6.9817386038953915,ID,2025-09-28
2025-09-26,MY10,AP,-997.25,-6.936989045883083,MY,2025-09-28
2025-01-06,ID10,AP,-714.38,-6.935694914456252,ID,2025-01-12
2025-08-25,MY10,AP,-996.36,-6.930404041543321,MY,2025-08-31
2025-04-12,PH10,AP,-946.88,-6.911080207488547,PH,2025-04-13
2025-07-27,ID10,AP,-710.22,-6.893130081552513,ID,2025-07-27
2025-09-01,PH10,AP,-944.56,-6.893013358440335,PH,2025-09-07
2025-02-15,PH10,AP,-942.38,-6.8760367502829665,PH,2025-02-16
2025-05-05,VN20,Bank charges,-2.69928,-6.87424149585506,VN,2025-05-11
2025-10-05,VN20,Bank charges,-2.69928,-6.87424149585506,VN,2025-10-05
2025-09-08,PH10,AP,-942.12,-6.874012017199977,PH,2025-09-14
2025-09-11,MY10,AP,-988.49,-6.872174845864754,MY,2025-09-14
2025-08-24,MY10,AP,-988.27,-6.870547091983014,MY,2025-08-24
2025-04-13,PH10,AP,-938.5,-6.84582150273682,PH,2025-04-13
2025-01-09,ID10,AP,-702.86,-6.817823069492053,ID,2025-01-12
2025-04-28,PH10,AP,-934.39,-6.813815145155723,PH,2025-05-04
2025-08-15,MY10,AP,-979.82,-6.808026545161682,MY,2025-08-17
2025-08-04,ID10,AP,-701.55,-6.80441923989977,ID,2025-08-10
2025-05-10,ID10,AP,-701.55,-6.80441923989977,ID,2025-05-11
2025-05-09,PH10,AP,-932.35,-6.797928777889193,PH,2025-05-11
2025-10-06,ID10,AP,-698.44,-6.772597934531832,ID,2025-10-12
2025-09-05,PH10,AP,-928.13,-6.765065802465292,PH,2025-09-07
2025-04-20,SS10,AP,-518.64,-6.7629793113615575,SS,2025-04-20
2025-04-26,ID10,AP,-694.67,-6.7340235547128175,ID,2025-04-27
2025-03-29,ID10,AP,-694.4,-6.731260933346469,ID,2025-03-30
2025-08-30,SS10,AP,-515.4,-6.718909961847015,SS,2025-08-31
2025-03-21,ID10,AP,-692.89,-6.715810717556891,ID,2025-03-23
2025-02-10,ID10,AP,-692.57,-6.712536499641219,ID,2025-02-16
2025-03-17,ID10,AP,-691.96,-6.70629502173947,ID,2025-03-23
2025-04-28,ID10,AP,-690.62,-6.692584234217592,ID,2025-05-04
2025-02-01,ID10,AP,-690.2,-6.688286823203272,ID,2025-02-02
2025-07-14,MY10,AP,-962.66,-6.68106174238605,MY,2025-07-20
2025-09-22,MY10,AP,-961.89,-6.675364603799964,MY,2025-09-28
2025-08-30,PH10,AP,-914.91,-6.662115912630228,PH,2025-08-31
2025-01-06,ID10,AP,-686.55,-6.650940275102635,ID,2025-01-12
2025-05-19,PH10,AP,-912.31,-6.6418685818003365,PH,2025-05-25
2025-01-13,ID10,AP,-684.23,-6.6272021952140125,ID,2025-01-19
2025-03-13,ID10,AP,-681.53,-6.599575981550529,ID,2025-03-16
2025-07-13,PH10,AP,-905.42,-6.5882131551011245,PH,2025-07-13
2025-04-19,PH10,AP,-905.21,-6.586577793764864,PH,2025-04-20
2025-05-26,PH10,AP,-903.64,-6.574351520917584,PH,2025-06-01
2025-10-20,ID10,AP,-675.57,-6.5385936728711345,ID,2025-10-26
2025-10-06,SS10,AP,-502.02,-6.536919870333261,SS,2025-10-12
2025-02-03,PH10,AP,-895.75,-6.512908659283798,PH,2025-02-09
2025-02-28,SS10,AP,-499.53,-6.503051759132271,SS,2025-03-02
2025-04-20,MY10,AP,-937.89,-6.497791453064816,MY,2025-04-20
2025-09-25,PH10,AP,-892.18,-6.48510751656737,PH,2025-09-28
2025-06-22,TH10,AP,-992.93,-6.4725106366319896,TH,2025-06-22
2025-10-19,TH10,AP,-992.69,-6.4708344545948036,TH,2025-10-19
2025-05-08,TH10,AP,-992.5,-6.469507477148698,TH,2025-05-11
2025-07-07,TH10,AP,-991.89,-6.465247181137515,TH,2025-07-13
2025-07-14,MY10,AP,-932.81,-6.460205136159209,MY,2025-07-20
2025-08-22,TH10,Other receipt,898.88,6.4564879465012215,TH,2025-08-24
2025-08-18,ID10,AP,-666.91,-6.449985150528255,ID,2025-08-24
2025-07-26,ID10,AP,-666.91,-6.449985150528255,ID,2025-07-27
2025-04-18,ID10,AP,-666.91,-6.449985150528255,ID,2025-04-20
2025-06-09,TH10,AP,-987.1,-6.431793381312007,TH,2025-06-15
2025-02-10,PH10,AP,-884.72,-6.427013251955451,PH,2025-02-16
2025-02-01,TH10,AP,-985.88,-6.423272789289642,TH,2025-02-02
2025-06-22,PH10,AP,-883.82,-6.420004560514336,PH,2025-06-22
2025-03-16,MY10,AP,-926.71,-6.41507196034736,MY,2025-03-16
2025-02-10,KR10,Tax payable,-999.23,-6.413285707226408,KR,2025-02-16
2025-04-28,ID10,AP,-662.13,-6.401076520412902,ID,2025-05-04
2025-03-21,TH10,AP,-982.53,-6.399876081687251,TH,2025-03-23
2025-02-28,MY10,AP,-924.65,-6.3998302649092595,MY,2025-03-02
2025-08-25,TH10,AP,-982.44,-6.399247513423306,TH,2025-08-31
2025-09-22,SS10,AP,-491.47,-6.393422451389307,SS,2025-09-28
2025-02-24,ID10,AP,-661.33,-6.392890975623722,ID,2025-03-02
2025-08-16,PH10,AP,-878.92,-6.381846129334924,PH,2025-08-17
2025-10-25,TH10,AP,-977.4,-6.364047690642394,TH,2025-10-26
2025-03-21,ID10,AP,-658.25,-6.3613766281853765,ID,2025-03-23
2025-02-10,ID10,AP,-658.25,-6.3613766281853765,ID,2025-02-16
2025-02-10,ID10,AP,-658.25,-6.3613766281853765,ID,2025-02-16
2025-07-27,TH10,AP,-975.88,-6.353431871073547,TH,2025-07-27
2025-03-31,TW10,AP,-998.15,-6.352676115928235,TW,2025-04-06
2025-08-11,PH10,AP,-874.74,-6.349294651308406,PH,2025-08-17
2025-01-31,TW10,AP,-996.16,-6.339105712505332,TW,2025-02-02
2025-02-03,TH10,AP,-973.1,-6.334016095809473,TH,2025-02-09
2025-09-28,TW10,AP,-994.47,-6.327581098543169,TW,2025-09-28
2025-10-25,PH10,AP,-871.92,-6.327334084792908,PH,2025-10-26
2025-06-06,PH10,AP,-871.55,-6.3244527338671155,PH,2025-06-08
2025-08-29,TH10,AP,-971.5,-6.322841548894898,TH,2025-08-31
2025-07-07,MY10,AP,-913.67,-6.318590548447929,MY,2025-07-13
2025-03-30,TW10,AP,-993.09,-6.318170467023768,TW,2025-03-30
2025-02-22,SS10,AP,-485.37,-6.310452379772423,SS,2025-02-23
2025-06-27,TW10,AP,-991.53,-6.307532361827924,TW,2025-06-29
2025-10-17,ID10,AP,-652.9,-6.306635797407732,ID,2025-10-19
2025-02-09,ID10,Tax payable,-929.82,-6.3029790834450825,ID,2025-02-09
2025-10-05,MY10,AP,-910.48,-6.294988117162717,MY,2025-10-05
2025-04-10,ID10,Tax payable,-928.67,-6.294780368137947,ID,2025-04-13
2025-09-04,TW10,AP,-989.62,-6.294507502261219,TW,2025-09-07
2025-03-10,TH10,AP,-966.11,-6.285197293976423,TH,2025-03-16
2025-10-04,TW10,AP,-987.5,-6.280050590071995,TW,2025-10-05
2025-08-02,PH10,AP,-864.32,-6.26814957929015,PH,2025-08-03
2025-05-10,KR10,Tax payable,-978.32,-6.267505590231928,KR,2025-05-11
2025-01-13,ID10,AP,-648.87,-6.265401115532236,ID,2025-01-19
2025-01-10,TW10,AP,-983.29,-6.251341344639622,TW,2025-01-12
2025-10-06,TW10,AP,-982.87,-6.248477239394587,TW,2025-10-12
2025-05-19,MY10,AP,-902.95,-6.239274541119564,MY,2025-05-25
2025-06-01,TW10,AP,-981.11,-6.236475274558251,TW,2025-06-01
2025-08-18,MY10,AP,-901.41,-6.227880263947392,MY,2025-08-24
2025-03-03,PH10,AP,-857.24,-6.213014539953368,PH,2025-03-09
2025-10-23,TW10,AP,-977.01,-6.208516151928149,TW,2025-10-26
2025-02-07,TW10,AP,-976.83,-6.207288678251706,TW,2025-02-09
2025-06-20,TW10,AP,-975.73,-6.199787450228995,TW,2025-06-22
2025-04-14,TW10,AP,-974.51,-6.191467906421989,TW,2025-04-20
2025-10-25,ID10,AP,-640.93,-6.184159583499619,ID,2025-10-26
2025-02-24,TW10,AP,-973.18,-6.182398239812712,TW,2025-03-02
2025-08-25,TW10,AP,-972.14,-6.17530616968215,TW,2025-08-31
2025-03-21,MY10,AP,-894.06,-6.173498486534752,MY,2025-03-23
2025-07-31,TH10,AP,-949.74,-6.170867710856675,TH,2025-08-03
2025-10-31,MY10,AP,-892.92,-6.1650637618748325,MY,2025-11-02
2025-09-27,ID10,AP,-638.39,-6.158170478793971,ID,2025-09-28
2025-06-07,TW10,AP,-969.25,-6.1555983978770294,TW,2025-06-08
2025-02-10,TW10,AP,-966.48,-6.136708941856204,TW,2025-02-16
2025-03-31,ID10,AP,-635.98,-6.133511525116566,ID,2025-04-06
2025-01-06,ID10,AP,-635.97,-6.133409205806701,ID,2025-01-12
2025-05-02,MY10,AP,-886.13,-6.114825357979347,MY,2025-05-04
2025-01-19,TW10,AP,-962.96,-6.112705012183532,TW,2025-01-19
2025-10-03,PH10,AP,-843.79,-6.108273540083352,PH,2025-10-05
2025-02-20,TW10,AP,-960.71,-6.097361591227988,TW,2025-02-23
2025-01-10,TH10,AP,-939.1,-6.09655697387475,TH,2025-01-12
2025-09-01,TW10,AP,-960.58,-6.096475082461668,TW,2025-09-07
2025-04-05,ID10,AP,-632.27,-6.0955510611567405,ID,2025-04-06
2025-09-27,ID10,AP,-632.27,-6.0955510611567405,ID,2025-09-28
2025-08-03,ID10,AP,-632.27,-6.0955510611567405,ID,2025-08-03
2025-01-13,ID10,AP,-632.27,-6.0955510611567405,ID,2025-01-19
2025-03-22,TW10,AP,-960.34,-6.094838450893076,TW,2025-03-23
2025-02-01,ID10,AP,-632.01,-6.092890759100257,ID,2025-02-02
2025-01-19,TW10,AP,-959.0,-6.085700591301775,TW,2025-01-19
2025-05-22,TH10,AP,-937.48,-6.085242745123742,TH,2025-05-25
2025-05-05,VN20,AP,-992.81,-6.084774940656213,VN,2025-05-11
2025-02-10,VN20,AP,-991.92,-6.0789067350454,VN,2025-02-16
2025-05-10,TH10,AP,-936.26,-6.076722153101379,TH,2025-05-11
2025-07-26,VN20,AP,-991.35,-6.0751484460587,VN,2025-07-27
2025-06-16,TH10,AP,-935.58,-6.071972970662684,TH,2025-06-22
2025-02-03,SS10,AP,-467.34,-6.0652146107146505,SS,2025-02-09
2025-10-02,TW10,AP,-954.64,-6.055968451139032,TW,2025-10-05
2025-04-24,TW10,AP,-954.63,-6.055900258157007,TW,2025-04-27
2025-02-13,TH10,AP,-933.24,-6.055630195800118,TH,2025-02-16
2025-04-12,SS10,AP,-466.23,-6.0501167780105956,SS,2025-04-13
2025-08-21,TH10,AP,-932.31,-6.049134990406021,TH,2025-08-24
2025-10-31,MY10,AP,-877.19,-6.048679359330506,MY,2025-11-02
2025-07-27,MY10,AP,-877.19,-6.048679359330506,MY,2025-07-27
2025-04-18,MY10,AP,-876.65,-6.044683963438964,MY,2025-04-20
2025-08-29,PH10,AP,-835.44,-6.043248458379663,PH,2025-08-31
2025-04-26,PH10,AP,-835.11,-6.040678604851254,PH,2025-04-27
2025-04-04,PH10,AP,-833.75,-6.030087693340233,PH,2025-04-06
2025-06-02,MY10,AP,-874.29,-6.027222603616674,MY,2025-06-08
2025-01-30,TH10,AP,-928.88,-6.025179555457901,TH,2025-02-02
2025-03-17,ID10,AP,-625.33,-6.0245414601106,ID,2025-03-23
2025-05-19,VN20,AP,-982.37,-6.0159389107945405,VN,2025-05-25
2025-04-19,MY10,Other receipt,601.43,6.014505659428736,MY,2025-04-20
2025-09-28,TW10,AP,-948.52,-6.014234346139953,TW,2025-09-28
2025-10-24,TH10,AP,-927.18,-6.013306599361164,TH,2025-10-26
2025-03-24,VN20,AP,-981.52,-6.0103344447617415,VN,2025-03-30
2025-04-26,ID10,AP,-623.6,-6.006840219503998,ID,2025-04-27
2025-09-19,PH10,AP,-830.16,-6.002130801925114,PH,2025-09-21
2025-06-16,VN20,AP,-980.15,-6.0013013642147595,VN,2025-06-22
2025-02-21,TW10,AP,-946.06,-5.997458872561892,TW,2025-02-23
2025-08-18,VN20,AP,-979.55,-5.997345270544548,VN,2025-08-24
2025-09-06,ID10,AP,-620.97,-5.9799302410095665,ID,2025-09-07
2025-02-07,TW10,AP,-943.46,-5.979728697235486,TW,2025-02-09
2025-09-06,VN20,AP,-976.25,-5.975586755358387,VN,2025-09-07
2025-08-04,PH10,AP,-826.69,-5.975108402702143,PH,2025-08-10
2025-10-03,ID10,AP,-620.31,-5.973177166558492,ID,2025-10-05
2025-06-23,TH10,AP,-920.25,-5.964906843037411,TH,2025-06-29
2025-02-22,TW10,AP,-940.82,-5.961725749980982,TW,2025-02-23
2025-01-19,TW10,AP,-939.6,-5.953406206173976,TW,2025-01-19
2025-03-06,VN20,Bank charges,-2.35048,-5.951881375903261,VN,2025-03-09
2025-09-27,VN20,AP,-972.61,-5.951586453759107,VN,2025-09-28
2025-09-04,MY10,AP,-863.7,-5.948868450854791,MY,2025-09-07
2025-01-13,TW10,AP,-938.74,-5.947541609719857,TW,2025-01-19
