Week_Ending_Date,Predicted_Cash_Flow,Prediction_Lower_95CI,Prediction_Upper_95CI,Country,Target,Horizon
2026-04-05,-16326.320861386717,-30525.232890319217,-2127.408832454217,ID,Net_Cash_Flow,6_month
2026-04-12,-11066.783752011717,-25265.695780944217,3132.128276920783,ID,Net_Cash_Flow,6_month
2026-04-19,-15066.296935605467,-29265.208964537967,-867.3849066729672,ID,Net_Cash_Flow,6_month
2026-04-26,-12603.831115292967,-26802.743144225467,1595.0809136395328,ID,Net_Cash_Flow,6_month
2026-05-03,-16286.433898496092,-30485.345927428592,-2087.521869563592,ID,Net_Cash_Flow,6_month
2025-11-09,-14292.0185259375,-35657.96261560773,7073.925563732733,KR,Net_Cash_Flow,1_month
2025-11-16,-14293.70708642334,-35659.65117609357,7072.237003246893,KR,Net_Cash_Flow,1_month
2025-11-23,-13986.618646481933,-35352.56273615216,7379.3254431883,KR,Net_Cash_Flow,1_month
2025-11-30,-18292.159173825683,-39658.10326349591,3073.7849158445497,KR,Net_Cash_Flow,1_month
2025-11-09,-14292.0185259375,-35657.96261560773,7073.925563732733,KR,Net_Cash_Flow,6_month
2025-11-16,-14293.70708642334,-35659.65117609357,7072.237003246893,KR,Net_Cash_Flow,6_month
2025-11-23,-13986.618646481933,-35352.56273615216,7379.3254431883,KR,Net_Cash_Flow,6_month
2025-11-30,-18292.159173825683,-39658.10326349591,3073.7849158445497,KR,Net_Cash_Flow,6_month
2025-12-07,-9981.710931638183,-31347.655021308416,11384.23315803205,KR,Net_Cash_Flow,6_month
2025-12-14,-16475.634759763183,-37841.57884943341,4890.30932990705,KR,Net_Cash_Flow,6_month
2025-12-21,-10729.794916013183,-32095.739005683416,10636.14917365705,KR,Net_Cash_Flow,6_month
2025-12-28,-14495.541742185058,-35861.48583185529,6870.402347485175,KR,Net_Cash_Flow,6_month
2026-01-04,-17025.954339841308,-38391.89842951154,4339.989749828925,KR,Net_Cash_Flow,6_month
2026-01-11,-11640.336175778808,-33006.28026544904,9725.607913891425,KR,Net_Cash_Flow,6_month
2026-01-18,-19950.404535153808,-41316.34862482404,1415.5395545164247,KR,Net_Cash_Flow,6_month
2026-01-25,-10360.175042966308,-31726.11913263654,11005.769046703925,KR,Net_Cash_Flow,6_month
2026-02-01,-17558.895746091308,-38924.83983576154,3807.0483435789247,KR,Net_Cash_Flow,6_month
2026-02-08,-11117.725824216308,-32483.66991388654,10248.218265453925,KR,Net_Cash_Flow,6_month
2026-02-15,-16763.918207028808,-38129.86229669904,4602.025882641425,KR,Net_Cash_Flow,6_month
2026-02-22,-12244.756097653808,-33610.70018732404,9121.187992016425,KR,Net_Cash_Flow,6_month
2026-03-01,-15613.448968747558,-36979.39305841779,5752.495120922675,KR,Net_Cash_Flow,6_month
2026-03-08,-12348.634027341308,-33714.57811701154,9017.310062328925,KR,Net_Cash_Flow,6_month
2026-03-15,-15629.417718747558,-36995.36180841779,5736.526370922675,KR,Net_Cash_Flow,6_month
2026-03-22,-12286.617181638183,-33652.56127130841,9079.32690803205,KR,Net_Cash_Flow,6_month
2026-03-29,-15567.400873044433,-36933.34496271466,5798.5432166258,KR,Net_Cash_Flow,6_month
2026-04-05,-12224.600335935058,-33590.54442560529,9141.343753735175,KR,Net_Cash_Flow,6_month
2026-04-12,-15505.384027341308,-36871.32811701154,5860.560062328925,KR,Net_Cash_Flow,6_month
2026-04-19,-12162.583490231933,-33528.52757990216,9203.3605994383,KR,Net_Cash_Flow,6_month
2026-04-26,-15629.939935544433,-36995.88402521466,5736.0041541258,KR,Net_Cash_Flow,6_month
2026-05-03,-12287.139398435058,-33653.08348810529,9078.804691235175,KR,Net_Cash_Flow,6_month
2025-11-09,-8971.404810234375,-17113.735676772514,-829.0739436962349,MY,Net_Cash_Flow,1_month
2025-11-16,-8155.867151542969,-16298.198018081108,-13.536285004828642,MY,Net_Cash_Flow,1_month
2025-11-23,-8774.436365410156,-16916.767231948295,-632.1054988720161,MY,Net_Cash_Flow,1_month
2025-11-30,-9906.161585136719,-18048.492451674858,-1763.8307185985786,MY,Net_Cash_Flow,1_month
2025-11-09,-8971.404810234375,-17113.735676772514,-829.0739436962349,MY,Net_Cash_Flow,6_month
2025-11-16,-8155.867151542969,-16298.198018081108,-13.536285004828642,MY,Net_Cash_Flow,6_month
2025-11-23,-8774.436365410156,-16916.767231948295,-632.1054988720161,MY,Net_Cash_Flow,6_month
2025-11-30,-9906.161585136719,-18048.492451674858,-1763.8307185985786,MY,Net_Cash_Flow,6_month
2025-12-07,-12355.049524589844,-20497.380391127983,-4212.718658051704,MY,Net_Cash_Flow,6_month
2025-12-14,-8217.076380058594,-16359.407246596733,-74.74551352045364,MY,Net_Cash_Flow,6_month
2025-12-21,-8946.648767753906,-17088.979634292045,-804.3179012157661,MY,Net_Cash_Flow,6_month
2025-12-28,-8228.113916679687,-16370.444783217827,-85.78305014154739,MY,Net_Cash_Flow,6_month
2026-01-04,-8858.075647636719,-17000.406514174858,-715.7447810985786,MY,Net_Cash_Flow,6_month
2026-01-11,-12847.665735527344,-20989.996602065483,-4705.334868989204,MY,Net_Cash_Flow,6_month
2026-01-18,-8720.180872246094,-16862.511738784233,-577.8500057079536,MY,Net_Cash_Flow,6_month
2026-01-25,-9147.852930351562,-17290.1837968897,-1005.5220638134224,MY,Net_Cash_Flow,6_month
2026-02-01,-7474.0243170703125,-15616.355183608452,668.3065494678276,MY,Net_Cash_Flow,6_month
2026-02-08,-7872.646295830078,-16014.977162368217,269.684570708062,MY,Net_Cash_Flow,6_month
2026-02-15,-10730.721247001953,-18873.052113540092,-2588.390380463813,MY,Net_Cash_Flow,6_month
2026-02-22,-5833.527887626953,-13975.858754165092,2308.802978911187,MY,Net_Cash_Flow,6_month
2026-03-01,-9674.901911064453,-17817.232777602592,-1532.571044526313,MY,Net_Cash_Flow,6_month
2026-03-08,-7692.752619072266,-15835.083485610405,449.5782474658745,MY,Net_Cash_Flow,6_month
2026-03-15,-6227.872125908203,-14370.202992446342,1914.458740629937,MY,Net_Cash_Flow,6_month
2026-03-22,-10198.176080986328,-18340.506947524467,-2055.845214448188,MY,Net_Cash_Flow,6_month
2026-03-29,-9666.802423759766,-17809.133290297905,-1524.4715572216255,MY,Net_Cash_Flow,6_month
2026-04-05,-8770.25304631836,-16912.5839128565,-627.9221797802193,MY,Net_Cash_Flow,6_month
2026-04-12,-9217.036981865234,-17359.367848403374,-1074.7061153270943,MY,Net_Cash_Flow,6_month
2026-04-19,-11627.295770927734,-19769.626637465874,-3484.9649043895943,MY,Net_Cash_Flow,6_month
2026-04-26,-7125.247431083984,-15267.578297622124,1017.0834354541557,MY,Net_Cash_Flow,6_month
2026-05-03,-9965.39269475586,-18107.723561294,-1823.0618282177193,MY,Net_Cash_Flow,6_month
2025-11-09,-11863.632406015626,-21222.63085270189,-2504.6339593293633,PH,Net_Cash_Flow,1_month
2025-11-16,-10839.184041757813,-20198.182488444076,-1480.1855950715508,PH,Net_Cash_Flow,1_month
2025-11-23,-14118.867391367188,-23477.86583805345,-4759.868944680926,PH,Net_Cash_Flow,1_month
2025-11-30,-6581.332235117188,-15940.33068180345,2777.666211569074,PH,Net_Cash_Flow,1_month
2025-11-09,-11863.632406015626,-21222.63085270189,-2504.6339593293633,PH,Net_Cash_Flow,6_month
2025-11-16,-10839.184041757813,-20198.182488444076,-1480.1855950715508,PH,Net_Cash_Flow,6_month
2025-11-23,-14118.867391367188,-23477.86583805345,-4759.868944680926,PH,Net_Cash_Flow,6_month
2025-11-30,-6581.332235117188,-15940.33068180345,2777.666211569074,PH,Net_Cash_Flow,6_month
2025-12-07,-7624.248494882813,-16983.246941569076,1734.7499518034492,PH,Net_Cash_Flow,6_month
2025-12-14,-11545.355916757813,-20904.354363444076,-2186.357470071551,PH,Net_Cash_Flow,6_month
2025-12-21,-14665.582723398438,-24024.5811700847,-5306.584276712176,PH,Net_Cash_Flow,6_month
2025-12-28,-7409.660360117188,-16768.65880680345,1949.3380865690742,PH,Net_Cash_Flow,6_month
2026-01-04,-10275.013875742188,-19634.01232242845,-916.0154290559258,PH,Net_Cash_Flow,6_month
2026-01-11,-14393.249227304688,-23752.24767399095,-5034.250780618426,PH,Net_Cash_Flow,6_month
2026-01-18,-7197.798543710938,-16556.7969903972,2161.199902975324,PH,Net_Cash_Flow,6_month
2026-01-25,-10084.508260507813,-19443.506707194076,-725.5098138215508,PH,Net_Cash_Flow,6_month
2026-02-01,-14208.052205820313,-23567.050652506576,-4849.053759134051,PH,Net_Cash_Flow,6_month
2026-02-08,-7146.713338632813,-16505.711785319076,2212.285108053449,PH,Net_Cash_Flow,6_month
2026-02-15,-9848.187948007813,-19207.186394694076,-489.1895013215508,PH,Net_Cash_Flow,6_month
2026-02-22,-13752.595418710938,-23111.5938653972,-4393.596972024676,PH,Net_Cash_Flow,6_month
2026-03-01,-7023.565633554688,-16382.56408024095,2335.432813131574,PH,Net_Cash_Flow,6_month
2026-03-08,-9725.040242929688,-19084.03868961595,-366.0417962434258,PH,Net_Cash_Flow,6_month
2026-03-15,-12561.592000742188,-21920.59044742845,-3202.593554055926,PH,Net_Cash_Flow,6_month
2026-03-22,-16227.333211679688,-25586.33165836595,-6868.334764993426,PH,Net_Cash_Flow,6_month
2026-03-29,-7836.740438242188,-17195.73888492845,1522.2580084440742,PH,Net_Cash_Flow,6_month
2026-04-05,-11788.744100351563,-21147.742547037826,-2429.745653665301,PH,Net_Cash_Flow,6_month
2026-04-12,-10764.29573609375,-20123.294182780013,-1405.2972894074883,PH,Net_Cash_Flow,6_month
2026-04-19,-14066.909505625,-23425.907952311263,-4707.911058938738,PH,Net_Cash_Flow,6_month
2026-04-26,-6507.150716562501,-15866.149163248763,2851.8477301237617,PH,Net_Cash_Flow,6_month
2026-05-03,-7550.066976328126,-16909.06542301439,1808.9314703581367,PH,Net_Cash_Flow,6_month
2025-11-09,-3099.1552953125,-6539.655776595988,341.34518597098713,SS,Net_Cash_Flow,1_month
2025-11-16,-1870.8950414062501,-5311.395522689738,1569.6054398772371,SS,Net_Cash_Flow,1_month
2025-11-23,-1876.4380440116884,-5316.938525295176,1564.062437271799,SS,Net_Cash_Flow,1_month
2025-11-30,-1336.0620674491884,-4776.562548732676,2104.438413834299,SS,Net_Cash_Flow,1_month
2025-11-09,-3099.1552953125,-6539.655776595988,341.34518597098713,SS,Net_Cash_Flow,6_month
2025-11-16,-1870.8950414062501,-5311.395522689738,1569.6054398772371,SS,Net_Cash_Flow,6_month
2025-11-23,-1876.4380440116884,-5316.938525295176,1564.062437271799,SS,Net_Cash_Flow,6_month
2025-11-30,-1336.0620674491884,-4776.562548732676,2104.438413834299,SS,Net_Cash_Flow,6_month
2025-12-07,-2509.441095769501,-5949.941577052989,931.0593855139864,SS,Net_Cash_Flow,6_month
2025-12-14,-2388.153528630829,-5828.654009914317,1052.3469526526583,SS,Net_Cash_Flow,6_month
2025-12-21,-1781.7066292167665,-5222.207110500254,1658.7938520667208,SS,Net_Cash_Flow,6_month
2025-12-28,-3499.976526677704,-6940.477007961192,-59.476045394216726,SS,Net_Cash_Flow,6_month
2026-01-04,-1205.454309880829,-4645.954791164317,2235.0461714026583,SS,Net_Cash_Flow,6_month
2026-01-11,-2478.2852424980165,-5918.785723781504,962.2152387854708,SS,Net_Cash_Flow,6_month
2026-01-18,-1077.6853889823915,-4518.185870265879,2362.815092301096,SS,Net_Cash_Flow,6_month
2026-01-25,-1525.511194646454,-4966.011675929942,1914.9892866370333,SS,Net_Cash_Flow,6_month
2026-02-01,-3194.8118538261415,-6635.312335109629,245.68862745734577,SS,Net_Cash_Flow,6_month
2026-02-08,-2771.2243904472352,-6211.724871730723,669.276090836252,SS,Net_Cash_Flow,6_month
2026-02-15,-1513.4734138847352,-4953.973895168223,1927.027067398752,SS,Net_Cash_Flow,6_month
2026-02-22,-3208.0716804862977,-6648.572161769785,232.42880079718952,SS,Net_Cash_Flow,6_month
2026-03-01,-1280.8420662284852,-4721.342547511973,2159.658415055002,SS,Net_Cash_Flow,6_month
2026-03-08,-2544.1424812675477,-5984.642962551035,896.3580000159395,SS,Net_Cash_Flow,6_month
2026-03-15,-1898.0978035331727,-5338.59828481666,1542.4026777503145,SS,Net_Cash_Flow,6_month
2026-03-22,-118.30190509567274,-3558.80238637916,3322.1985761878145,SS,Net_Cash_Flow,6_month
2026-03-29,-3150.7247566581727,-6591.22523794166,289.7757246253145,SS,Net_Cash_Flow,6_month
2026-04-05,-1439.8191170097352,-4880.319598293223,2000.681364273752,SS,Net_Cash_Flow,6_month
2026-04-12,-1495.0444473625184,-4935.544928646006,1945.4560339209688,SS,Net_Cash_Flow,6_month
2026-04-19,-2962.030897557831,-6402.531378841319,478.4695837256563,SS,Net_Cash_Flow,6_month
2026-04-26,-403.66786044845594,-3844.168341731943,3036.8326208350313,SS,Net_Cash_Flow,6_month
2026-05-03,-2907.589491307831,-6348.089972591319,532.9109899756563,SS,Net_Cash_Flow,6_month
2025-11-09,-12842.560371874999,-25048.633103707325,-636.4876400426729,TH,Net_Cash_Flow,1_month
2025-11-16,-7639.080391406249,-19845.153123238575,4566.992340426077,TH,Net_Cash_Flow,1_month
2025-11-23,-8212.003609179686,-20418.076341012013,3994.0691226526396,TH,Net_Cash_Flow,1_month
2025-11-30,-9906.018623828124,-22112.09135566045,2300.054108004202,TH,Net_Cash_Flow,1_month
2025-11-09,-12842.560371874999,-25048.633103707325,-636.4876400426729,TH,Net_Cash_Flow,6_month
2025-11-16,-7639.080391406249,-19845.153123238575,4566.992340426077,TH,Net_Cash_Flow,6_month
2025-11-23,-8212.003609179686,-20418.076341012013,3994.0691226526396,TH,Net_Cash_Flow,6_month
2025-11-30,-9906.018623828124,-22112.09135566045,2300.054108004202,TH,Net_Cash_Flow,6_month
2025-12-07,-12174.922676562499,-24380.995408394825,31.150055269827135,TH,Net_Cash_Flow,6_month
2025-12-14,-9283.540840624999,-21489.613572457325,2922.531891207327,TH,Net_Cash_Flow,6_month
2025-12-21,-7677.0919880859365,-19883.164719918263,4528.98074374639,TH,Net_Cash_Flow,6_month
2025-12-28,-8608.755562304686,-20814.828294137013,3597.3171695276396,TH,Net_Cash_Flow,6_month
2026-01-04,-10385.551094531249,-22591.623826363575,1820.5216373010771,TH,Net_Cash_Flow,6_month
2026-01-11,-10630.250175952147,-22836.322907784474,1575.8225558801787,TH,Net_Cash_Flow,6_month
2026-01-18,-9093.49688005371,-21299.569611886036,3112.575851778616,TH,Net_Cash_Flow,6_month
2026-01-25,-12400.20537614746,-24606.278107979786,-194.1326443151338,TH,Net_Cash_Flow,6_month
2026-02-01,-10832.470268725585,-23038.54300055791,1373.6024631067412,TH,Net_Cash_Flow,6_month
2026-02-08,-8514.183159350585,-20720.25589118291,3691.889572481741,TH,Net_Cash_Flow,6_month
2026-02-15,-7616.552177905272,-19822.6249097376,4589.520553927054,TH,Net_Cash_Flow,6_month
2026-02-22,-8562.89629411621,-20768.969025948536,3643.176437716116,TH,Net_Cash_Flow,6_month
2026-03-01,-12143.16436052246,-24349.237092354786,62.9083713098662,TH,Net_Cash_Flow,6_month
2026-03-08,-10522.72148942871,-22728.794221261036,1683.3512424036162,TH,Net_Cash_Flow,6_month
2026-03-15,-7571.17021989746,-19777.242951729786,4634.902511934866,TH,Net_Cash_Flow,6_month
2026-03-22,-8502.83379411621,-20708.906525948536,3703.238937716116,TH,Net_Cash_Flow,6_month
2026-03-29,-9321.381889819335,-21527.45462165166,2884.690842012991,TH,Net_Cash_Flow,6_month
2026-04-05,-17850.651421069335,-30056.72415290166,-5644.578689237009,TH,Net_Cash_Flow,6_month
2026-04-12,-6336.247124194335,-18542.31985602666,5869.825607637991,TH,Net_Cash_Flow,6_month
2026-04-19,-8745.159233569335,-20951.23196540166,3460.913498262991,TH,Net_Cash_Flow,6_month
2026-04-26,-10128.09404802246,-22334.166779854786,2077.978683809866,TH,Net_Cash_Flow,6_month
2026-05-03,-11478.331596850585,-23684.40432868291,727.7411349817412,TH,Net_Cash_Flow,6_month
2025-11-09,-17153.778936484377,-40720.57390897251,6413.016036003759,TW,Net_Cash_Flow,1_month
2025-11-16,-20588.742315390627,-44155.53728787876,2978.052657097509,TW,Net_Cash_Flow,1_month
2025-11-23,-33072.16419039063,-56638.95916287876,-9505.369217902491,TW,Net_Cash_Flow,1_month
2025-11-30,-15731.863409140627,-39298.65838162876,7834.931563347509,TW,Net_Cash_Flow,1_month
2025-11-09,-17153.778936484377,-40720.57390897251,6413.016036003759,TW,Net_Cash_Flow,6_month
2025-11-16,-20588.742315390627,-44155.53728787876,2978.052657097509,TW,Net_Cash_Flow,6_month
2025-11-23,-33072.16419039063,-56638.95916287876,-9505.369217902491,TW,Net_Cash_Flow,6_month
2025-11-30,-15731.863409140627,-39298.65838162876,7834.931563347509,TW,Net_Cash_Flow,6_month
2025-12-07,-19675.415655234377,-43242.21062772251,3891.379317253759,TW,Net_Cash_Flow,6_month
2025-12-14,-31924.265264609377,-55491.06023709751,-8357.470292121241,TW,Net_Cash_Flow,6_month
2025-12-21,-12921.181280234377,-36487.97625272251,10645.613692253759,TW,Net_Cash_Flow,6_month
2025-12-28,-17946.714483359377,-41513.50945584751,5620.080489128759,TW,Net_Cash_Flow,6_month
2026-01-04,-22247.604620078127,-45814.39959256626,1319.190352410009,TW,Net_Cash_Flow,6_month
2026-01-11,-29327.927373984377,-52894.72234647251,-5761.132401496241,TW,Net_Cash_Flow,6_month
2026-01-18,-12514.761358359377,-36081.55633084751,11052.033614128759,TW,Net_Cash_Flow,6_month
2026-01-25,-17537.272588828127,-41104.06756131626,6029.522383660009,TW,Net_Cash_Flow,6_month
2026-02-01,-21822.576299765627,-45389.37127225376,1744.218672722509,TW,Net_Cash_Flow,6_month
2026-02-08,-28902.899053671877,-52469.69402616001,-5336.104081183741,TW,Net_Cash_Flow,6_month
2026-02-15,-10561.408819296877,-34128.20379178501,13005.386153191259,TW,Net_Cash_Flow,6_month
2026-02-22,-15301.333623984377,-38868.12859647251,8265.461348503759,TW,Net_Cash_Flow,6_month
2026-03-01,-19569.548956015627,-43136.34392850376,3997.246016472509,TW,Net_Cash_Flow,6_month
2026-03-08,-25047.565069296877,-48614.36004178501,-1480.770096808741,TW,Net_Cash_Flow,6_month
2026-03-15,-32545.638799765627,-56112.43377225376,-8978.843827277491,TW,Net_Cash_Flow,6_month
2026-03-22,-18031.614385703127,-41598.40935819126,5535.180586785009,TW,Net_Cash_Flow,6_month
2026-03-29,-22084.703008750002,-45651.497981238135,1482.091963738134,TW,Net_Cash_Flow,6_month
2026-04-05,-20308.812017539065,-43875.6069900272,3257.9829549490714,TW,Net_Cash_Flow,6_month
2026-04-12,-29674.155767539065,-53240.9507400272,-6107.360795050929,TW,Net_Cash_Flow,6_month
2026-04-19,-23628.777349570315,-47195.57232205845,-61.98237708217857,TW,Net_Cash_Flow,6_month
2026-04-26,-25954.37817964844,-49521.17315213657,-2387.5832071603036,TW,Net_Cash_Flow,6_month
2026-05-03,-32908.62036714844,-56475.41533963657,-9341.825394660304,TW,Net_Cash_Flow,6_month
2025-11-09,-16771.3260425,-29543.85860931911,-3998.793475680888,VN,Net_Cash_Flow,1_month
2025-11-16,-6249.762565937501,-19022.29513275661,6522.770000881612,VN,Net_Cash_Flow,1_month
2025-11-23,-12339.76744875,-25112.30001556911,432.76511806911185,VN,Net_Cash_Flow,1_month
2025-11-30,-10283.05651125,-23055.58907806911,2489.476055569112,VN,Net_Cash_Flow,1_month
2025-11-09,-16771.3260425,-29543.85860931911,-3998.793475680888,VN,Net_Cash_Flow,6_month
2025-11-16,-6249.762565937501,-19022.29513275661,6522.770000881612,VN,Net_Cash_Flow,6_month
2025-11-23,-12339.76744875,-25112.30001556911,432.76511806911185,VN,Net_Cash_Flow,6_month
2025-11-30,-10283.05651125,-23055.58907806911,2489.476055569112,VN,Net_Cash_Flow,6_month
2025-12-07,-12767.28356203125,-25539.81612885036,5.24900478786185,VN,Net_Cash_Flow,6_month
2025-12-14,-10499.317009296876,-23271.849576115987,2273.215557522237,VN,Net_Cash_Flow,6_month
2025-12-21,-13385.236442890626,-26157.769009709737,-612.7038760715132,VN,Net_Cash_Flow,6_month
2025-12-28,-10649.636833515626,-23422.169400334737,2122.895733303487,VN,Net_Cash_Flow,6_month
2026-01-04,-13535.556267109376,-26308.088833928487,-763.0237002902632,VN,Net_Cash_Flow,6_month
2026-01-11,-10778.088005390626,-23550.620572209737,1994.4445614284868,VN,Net_Cash_Flow,6_month
2026-01-18,-13664.007438984376,-26436.540005803487,-891.4748721652632,VN,Net_Cash_Flow,6_month
2026-01-25,-9116.856560078126,-21889.389126897237,3655.676006740987,VN,Net_Cash_Flow,6_month
2026-02-01,-12120.682731953126,-24893.215298772237,651.8498348659868,VN,Net_Cash_Flow,6_month
2026-02-08,-9711.14781984375,-22483.68038666286,3061.384746975362,VN,Net_Cash_Flow,6_month
2026-02-15,-12597.0672534375,-25369.59982025661,175.46531338161185,VN,Net_Cash_Flow,6_month
2026-02-22,-11202.800651875,-23975.33321869411,1569.7319149441118,VN,Net_Cash_Flow,6_month
2026-03-01,-14085.84996828125,-26858.38253510036,-1313.3174014621382,VN,Net_Cash_Flow,6_month
2026-03-08,-9064.1727221875,-21836.70528900661,3708.359844631612,VN,Net_Cash_Flow,6_month
2026-03-15,-12327.94762453125,-25100.48019135036,444.58494228786185,VN,Net_Cash_Flow,6_month
2026-03-22,-9929.22838625,-22701.76095306911,2843.304180569112,VN,Net_Cash_Flow,6_month
2026-03-29,-12925.617302265626,-25698.149869084737,-153.08473544651315,VN,Net_Cash_Flow,6_month
2026-04-05,-10169.033806171876,-22941.566372990987,2603.498760647237,VN,Net_Cash_Flow,6_month
2026-04-12,-13054.953239765626,-25827.485806584737,-282.42067294651315,VN,Net_Cash_Flow,6_month
2026-04-19,-10297.484978046876,-23070.017544865987,2475.047588772237,VN,Net_Cash_Flow,6_month
2026-04-26,-13183.404411640626,-25955.936978459737,-410.87184482151315,VN,Net_Cash_Flow,6_month
2026-05-03,-10425.936149921876,-23198.468716740987,2346.596416897237,VN,Net_Cash_Flow,6_month
